기준일,지점,상품군,상품명,보유잔액,계좌수,목표금액,달성률(%),수익률(%),담당자
2025-09-07,전남지점,수신,외화예금,24375000,26.0,33813081,72.1,1.63,박지호
2025-06-19,대구지점,투자,펀드,9996000,36.0,11125174,89.9,1.07,윤지우
2025-05-18,제주지점,여신,전세자금대출,21910000,35.0,22723301,96.4,2.56,정서윤
2025-09-01,경남지점,여신,소액신용대출,8062000,32.0,10660825,75.6,0.26,오현우
2025-01-31,인천지점,수신,외화예금,32178000,35.0,36655558,87.8,1.94,정준서
2025-09-15,대구지점,수신,외화예금,454033000,31.0,638764055,71.1,2.94,장민준
2025-12-07,충북지점,여신,소액신용대출,16998000,34.0,14356652,9999.0,3.62,서수아
2025-07-17,전북지점,투자,펀드,32297000,54.0,47895147,67.4,4.97,조민준
2025-09-11,세종지점,수신,적금,12958000,44.0,12211398,106.1,2.04,정유진
2025-05-28,전남지점,수신,정기예금,1339000,42.0,1544193,86.7,1.72,강태양
2025-08-30,충남지점,여신,소액신용대출,11808000,33.0,11805693,100.0,0.99,류민준
2025-09-19,제주지점,보험,방카슈랑스,7033000,38.0,7440777,94.5,1.4,최준서
2025-06-06,여의도PB센터,수신,적금,19389000,39.0,26117925,74.2,-0.37,김서연
2025-12-24,경기지점,수신,적금,14126000,35.0,14525635,97.2,1.64,송태양
2025-12-19,본점영업부,여신,소액신용대출,36729000,36.0,52240092,70.3,1.16,김하준
2025-07-02,강원지점,투자,펀드,16949000,39.0,13001430,130.4,3.94,조서윤
2025-01-28,세종지점,수신,적금,74586000,41.0,81236289,91.8,1.94,윤채원
2025-08-04,경남지점,카드,신용카드,22347000,31.0,17049637,131.1,1.95,장민준
2025-07-06,경기지점,카드,체크카드,44001000,41.0,40572338,108.5,2.01,이가은
2025-05-08,전북지점,여신,소액신용대출,140695000,25.0,163420702,86.1,3.13,권유진
2025-07-05,울산지점,수신,외화예금,17551000,28.0,16960878,103.5,2.46,장채원
2025-01-12,인천지점,수신,외화예금,25182000,44.0,24996706,100.7,2.05,임지호
2025-02-01,본점영업부,여신,소액신용대출,4445000,37.0,6463503,68.8,2.12,서다은
2025-03-10,전북지점,투자,펀드,64531000,41.0,91902094,70.2,9.95,김다은
2025-03-03,인천지점,카드,체크카드,15060000,47.0,15774829,95.5,3.07,이민준
2025-08-02,울산지점,여신,소액신용대출,14952000,33.0,17304587,86.4,1.65,한서연
2025-04-18,대전지점,수신,정기예금,16503000,45.0,17079291,96.6,1.65,강건우
2025-09-22,여의도PB센터,카드,신용카드,13878000,32.0,13010905,106.7,1.82,전도윤
2025-12-14,충북지점,수신,외화예금,42150000,41.0,34680865,121.5,2.14,신민준
2025-02-01,전북지점,여신,소액신용대출,20973000,43.0,26250237,79.9,2.13,한준서
2025-12-23,세종지점,카드,체크카드,29853000,38.0,41219091,72.4,2.18,서채원
2025-05-28,제주지점,수신,적금,8845000,40.0,11025345,80.2,0.65,안현우
2025-06-06,세종지점,수신,정기예금,38671000,33.0,37019048,104.5,2.18,서예준
2025-07-11,전남지점,투자,P2P연계,50859000,37.0,63381729,80.2,1.03,장민준
2025-05-09,경북지점,여신,소액신용대출,36979000,42.0,33306888,111.0,1.69,안채원
2025-02-17,충북지점,카드,신용카드,15452000,31.0,14334043,107.8,0.92,서건우
2025-07-22,전북지점,카드,신용카드,33231000,36.0,37789011,87.9,2.27,장하준
2025-07-03,서울지점,카드,체크카드,18726000,44.0,27775535,67.4,1.21,신가은
2025-11-28,본점영업부,수신,정기예금,36719000,37.0,33605345,109.3,1.88,송서연
2025-02-24,제주지점,여신,전세자금대출,126316000,31.0,143693516,87.9,1.86,박유진
2025-08-31,전북지점,여신,주택담보대출,29118000,30.0,39394094,73.9,2.93,최도윤
2025-08-10,충남지점,수신,정기예금,18904000,,21281006,88.8,3.99,송민서
2025-08-03,경기지점,보험,방카슈랑스,4072000,40.0,4682580,87.0,10.4,신시우
2025-12-19,경북지점,투자,펀드,58792000,28.0,47501313,123.8,11.07,서현우
2025-05-17,여의도PB센터,여신,소액신용대출,58632000,27.0,86049730,68.1,4.84,오지호
2025-07-04,경북지점,여신,주택담보대출,6661000,26.0,6227088,107.0,0.77,한건우
2025-08-24,충남지점,투자,펀드,11125000,37.0,16357507,68.0,5.28,최유진
2025-08-16,경남지점,투자,P2P연계,4375000,41.0,6330853,69.1,7.46,강현우
2025-08-09,울산지점,투자,P2P연계,46336000,39.0,67223642,68.9,2.44,조건우
2025-01-05,서울지점,수신,적금,44256000,36.0,54504842,81.2,2.01,오건우
2025-07-02,여의도PB센터,여신,주택담보대출,30279000,40.0,36611079,82.7,2.37,오가은
2025-05-19,인천지점,보험,방카슈랑스,66017000,38.0,71694827,92.1,-3.57,황서연
2025-06-24,본점영업부,여신,소액신용대출,23336000,39.0,24333440,95.9,2.8,신시우
2025-10-01,경기지점,투자,펀드,22337000,37.0,25312738,88.2,1.59,박민서
2025-06-17,서울지점,카드,신용카드,4016000,35.0,5175858,77.6,1.98,강예준
2025-06-18,전남지점,수신,정기예금,11004000,33.0,11890650,92.5,0.82,오예준
2025-05-05,광주지점,수신,외화예금,43546000,36.0,59608594,73.1,2.81,서지호
2025-01-01,경남지점,여신,소액신용대출,36029000,33.0,35377916,101.8,1.89,황예준
2025-01-31,충남지점,카드,신용카드,7136000,24.0,7714450,92.5,1.44,서건우
2025-04-07,본점영업부,수신,외화예금,11406000,27.0,16478807,69.2,2.22,이도윤
2025-02-14,서울지점,여신,주택담보대출,48012000,28.0,45780420,104.9,2.49,안서윤
2025-08-01,부산지점,보험,방카슈랑스,67323000,32.0,77307099,87.1,4.32,전지우
2025-05-13,전북지점,여신,소액신용대출,61696000,40.0,54874954,112.4,1.72,임서연
2025-11-21,여의도PB센터,카드,체크카드,15855000,40.0,17052135,93.0,0.85,강지민
2025-05-29,대구지점,여신,소액신용대출,33360000,42.0,38183887,87.4,1.61,황서윤
2025-05-16,인천지점,수신,외화예금,15414000,41.0,16498295,93.4,3.16,조민서
2025-04-08,제주지점,여신,소액신용대출,58359000,31.0,63419869,92.0,3.81,김현우
2025-01-06,울산지점,여신,전세자금대출,4171000,46.0,6215440,67.1,2.03,강서윤
2025-03-22,충북지점,여신,전세자금대출,8339000,32.0,11281009,73.9,2.2,윤지민
2025-03-03,대전지점,수신,적금,26118000,43.0,22221982,117.5,3.02,신지민
2025-04-04,경남지점,투자,펀드,16006000,27.0,19883730,80.5,3.69,최채원
2025-05-03,제주지점,보험,방카슈랑스,26273000,23.0,36812390,71.4,5.07,김서윤
2025-06-08,강남금융센터,여신,주택담보대출,3348000,32.0,4059462,82.5,1.9,정가은
2025-11-05,대구지점,여신,전세자금대출,16126000,42.0,17237776,93.6,1.76,홍수아
2025-06-08,강남금융센터,카드,체크카드,19673000,40.0,15848343,124.1,0.38,임서연
2025-12-12,여의도PB센터,보험,방카슈랑스,9803000,43.0,6922814,141.6,2.15,윤수아
2025-06-11,제주지점,수신,정기예금,8578000,32.0,10929139,78.5,2.16,윤지호
2025-12-28,본점영업부,수신,외화예금,24421000,37.0,22828698,107.0,1.06,전준서
2025-07-17,서울지점,보험,방카슈랑스,36747000,42.0,39133347,93.9,0.58,윤현우
2025-06-24,대전지점,수신,정기예금,20200000,44.0,18269551,110.6,1.37,최하준
2025-05-04,강남금융센터,수신,외화예금,130121000,36.0,113571654,114.6,2.89,권서연
2025-10-05,전남지점,투자,P2P연계,11315000,36.0,11340453,99.8,12.45,황서연
2025-11-26,충북지점,수신,적금,216289000,32.0,282325399,76.6,2.13,오유진
2025-06-20,제주지점,카드,신용카드,25169000,31.0,21087454,119.4,3.08,이지민
2025-10-12,충북지점,카드,신용카드,28832000,33.0,22724847,126.9,2.0,신수아
2025-03-18,대전지점,수신,적금,6525000,37.0,6349406,102.8,2.62,박현우
2025-09-18,대전지점,보험,방카슈랑스,14165000,40.0,10749025,131.8,9.49,홍지민
2025-07-23,인천지점,수신,정기예금,21819000,39.0,19646150,111.1,3.09,전지호
2025-01-24,세종지점,보험,방카슈랑스,10991000,31.0,14001811,78.5,11.11,신민서
2025-10-25,경남지점,수신,정기예금,8113000,41.0,5793888,140.0,3.15,조서연
2025-08-02,전북지점,투자,P2P연계,42193000,33.0,40517331,104.1,3.11,김준서
2025-07-30,부산지점,여신,주택담보대출,22799000,38.0,32639660,69.9,2.89,오가은
2025-08-04,전북지점,여신,소액신용대출,28203000,35.0,38400013,73.4,2.44,윤서연
2025-01-12,제주지점,보험,방카슈랑스,14971000,36.0,19079944,78.5,5.51,이민준
2025-02-23,여의도PB센터,투자,펀드,24530000,43.0,36725365,66.8,4.97,정지우
2025-10-03,울산지점,투자,펀드,18345000,33.0,25191579,72.8,2.89,권태양
2025-07-22,대구지점,투자,P2P연계,14974000,36.0,13804945,108.5,0.78,조시우
2025-02-22,서울지점,여신,소액신용대출,5912000,38.0,6619556,89.3,1.67,한예준
2025-03-26,강남금융센터,투자,펀드,23237000,33.0,16459590,141.2,1.51,서시우
2025-08-16,충북지점,수신,정기예금,42037000,34.0,47876384,87.8,2.53,강건우
2025-06-25,본점영업부,보험,방카슈랑스,1371000,30.0,1453524,94.3,-0.1,이시우
2025-12-01,대구지점,카드,신용카드,17144000,32.0,15839772,108.2,1.79,최수아
2025-08-18,여의도PB센터,보험,방카슈랑스,24287000,42.0,19866825,122.2,5.59,한시우
2025-11-26,전남지점,수신,적금,12120000,39.0,16100837,75.3,2.49,최지우
2025-06-15,강남금융센터,카드,신용카드,10738000,31.0,14709605,73.0,2.84,임지민
2025-05-03,부산지점,투자,P2P연계,40324000,,40709821,99.1,6.55,신건우
2025-12-10,충남지점,보험,방카슈랑스,20323000,34.0,30095701,67.5,5.62,박건우
2025-12-23,대전지점,여신,전세자금대출,29744000,34.0,29029661,102.5,0.32,신지호
2025-08-09,강원지점,여신,소액신용대출,9500000,45.0,13960023,68.1,0.75,김민준
2025-09-20,경기지점,투자,펀드,47055000,34.0,63141979,74.5,11.82,강건우
2025-12-19,충남지점,여신,전세자금대출,45998000,34.0,49417713,93.1,2.4,류서연
2025-05-24,전북지점,수신,외화예금,30905000,28.0,31030142,99.6,1.68,송현우
2025-09-29,강원지점,수신,적금,29126000,34.0,21728883,134.0,2.95,정가은
2025-03-03,경기지점,보험,방카슈랑스,15235000,,17514546,87.0,11.19,신채원
2025-06-10,울산지점,투자,펀드,19428000,29.0,22829152,85.1,-1.71,송다은
2025-09-28,경북지점,수신,적금,24037000,41.0,24890670,96.6,1.68,장지호
2025-04-22,울산지점,수신,정기예금,52060000,30.0,59868661,87.0,2.14,윤가은
2025-04-02,부산지점,수신,정기예금,101629000,37.0,87858895,115.7,1.56,권지호
2025-10-16,강원지점,보험,방카슈랑스,3395000,41.0,4614084,73.6,4.71,류하준
2025-07-17,대구지점,여신,주택담보대출,8806000,39.0,12299902,71.6,1.71,조지민
2025-04-27,경북지점,카드,신용카드,40348000,,47882218,84.3,2.07,조서윤
2025-04-21,경기지점,카드,신용카드,19964000,40.0,23824762,83.8,1.13,권지민
2025-02-27,전북지점,투자,펀드,25092000,33.0,21040984,119.3,4.72,정가은
2025-03-02,본점영업부,여신,주택담보대출,12618000,33.0,9409179,134.1,1.93,서건우
2025-11-01,부산지점,카드,체크카드,12970000,33.0,10666318,121.6,3.1,정서연
2025-05-29,세종지점,여신,주택담보대출,10034000,38.0,11568320,86.7,2.31,안태양
2025-01-10,충남지점,여신,전세자금대출,16793000,46.0,25047672,67.0,1.92,강지우
2025-09-16,인천지점,여신,주택담보대출,54548000,40.0,78641519,69.4,2.39,황채원
2025-01-23,전북지점,수신,외화예금,15839000,39.0,11456409,138.3,1.15,장서윤
2025-05-14,전남지점,여신,전세자금대출,6577000,20.0,8394505,78.3,1.95,서가은
2025-04-26,부산지점,수신,적금,8705000,30.0,11850371,73.5,1.71,임준서
2025-03-07,전북지점,수신,외화예금,22588000,25.0,22858956,98.8,1.32,신서윤
2025-12-31,강원지점,카드,체크카드,46888000,31.0,48475428,96.7,1.55,조태양
2025-05-23,강남금융센터,투자,P2P연계,13275000,34.0,12814509,103.6,7.24,신민준
2025-02-12,강남금융센터,수신,정기예금,33525000,23.0,30466648,110.0,2.37,임서윤
2025-12-19,부산지점,투자,P2P연계,11643000,30.0,15363628,75.8,-10.81,장시우
2025-10-05,세종지점,보험,방카슈랑스,40327000,24.0,46870856,86.0,-9.46,임채원
2025-12-24,대전지점,수신,적금,11804000,40.0,13389744,88.2,3.28,오민준
2025-05-01,울산지점,투자,펀드,46228000,38.0,54574423,84.7,6.01,강서윤
2025-02-08,광주지점,투자,P2P연계,25413000,33.0,22447003,113.2,7.03,한준서
2025-05-14,충북지점,투자,펀드,117532000,36.0,108987824,107.8,2.9,정지민
2025-03-04,여의도PB센터,투자,펀드,12560000,36.0,18023054,69.7,5.31,박민준
2025-06-16,서울지점,카드,신용카드,87928000,49.0,92175332,95.4,1.65,안서연
2025-02-05,제주지점,여신,주택담보대출,52768000,38.0,44975272,117.3,3.21,최수아
2025-08-03,인천지점,투자,P2P연계,18810000,33.0,20335531,92.5,6.3,윤가은
2025-03-24,본점영업부,수신,외화예금,26323000,28.0,22331587,117.9,2.27,한다은
2025-01-29,충남지점,보험,방카슈랑스,36276000,34.0,30281528,119.8,3.06,오지민
2025-07-16,광주지점,여신,전세자금대출,9985000,31.0,8074871,123.7,-0.44,권유진
2025-06-17,전남지점,카드,체크카드,25082000,33.0,30738972,81.6,2.21,송수아
2025-07-07,강원지점,여신,전세자금대출,10403000,31.0,9101522,114.3,2.38,서민준
2025-02-17,경남지점,수신,적금,33982000,36.0,31361639,108.4,2.54,홍현우
2025-08-20,충북지점,카드,신용카드,26823000,34.0,31048409,86.4,0.63,이수아
2025-10-19,제주지점,투자,펀드,27398000,29.0,40686165,67.3,5.94,서도윤
2025-11-26,대전지점,수신,정기예금,38484000,36.0,43297180,88.9,2.14,윤지민
2025-02-04,경기지점,수신,정기예금,36062000,34.0,36966897,97.6,2.8,정예준
2025-06-02,대전지점,투자,펀드,26556000,35.0,25495450,104.2,0.04,류지우
2025-05-19,전북지점,투자,펀드,33328000,38.0,31579247,105.5,9.45,송현우
2025-03-21,인천지점,투자,P2P연계,45746000,44.0,40456002,113.1,2.19,최다은
2025-12-21,충북지점,투자,P2P연계,19813000,38.0,27745059,71.4,7.54,송시우
2025-06-22,전남지점,투자,P2P연계,51003000,31.0,66557792,76.6,-2.67,이유진
2025-11-17,충북지점,수신,적금,30184000,31.0,21281808,141.8,2.62,김민준
2025-03-17,서울지점,보험,방카슈랑스,13174000,32.0,10857565,121.3,1.98,송지민
2025-12-24,강원지점,여신,주택담보대출,5296000,39.0,7695823,68.8,1.3,황건우
2025-04-10,본점영업부,카드,체크카드,20512000,34.0,19604229,104.6,2.28,안하준
2025-10-26,여의도PB센터,투자,펀드,12242000,20.0,15428341,79.3,4.06,안지민
2025-06-16,부산지점,여신,소액신용대출,16542000,34.0,15911431,104.0,0.99,장지호
2025-11-21,서울지점,카드,체크카드,95541000,43.0,129861817,73.6,2.01,조지민
2025-09-15,세종지점,여신,소액신용대출,5852000,47.0,4828334,121.2,3.0,정예준
2025-12-06,경남지점,투자,펀드,9974000,36.0,8136347,122.6,8.22,권현우
2025-01-24,대전지점,수신,외화예금,7427000,37.0,6270136,118.5,2.65,임하준
2025-04-11,제주지점,여신,소액신용대출,12987000,42.0,11311262,114.8,2.35,강예준
2025-10-28,충북지점,여신,소액신용대출,255799000,33.0,227045478,112.7,2.46,윤지민
2025-12-08,부산지점,여신,소액신용대출,12316000,42.0,17612746,69.9,1.67,류하준
2025-04-07,전남지점,보험,방카슈랑스,49363000,44.0,41528435,118.9,5.11,김채원
2025-04-23,제주지점,수신,정기예금,13345000,43.0,15690412,85.1,1.77,류서윤
2025-08-22,여의도PB센터,수신,외화예금,47813000,37.0,36268976,131.8,2.43,안유진
2025-07-21,경북지점,수신,정기예금,9152000,33.0,9067627,100.9,1.61,안시우
2025-08-07,본점영업부,투자,펀드,59139000,31.0,73461353,80.5,-0.82,강민준
2025-09-13,대전지점,투자,펀드,15367000,40.0,19382758,79.3,6.23,박건우
2025-12-15,강남금융센터,여신,주택담보대출,17955000,34.0,18763208,95.7,3.14,최태양
2025-07-18,세종지점,투자,P2P연계,9484000,36.0,8798666,107.8,13.06,최건우
2025-06-17,경기지점,보험,방카슈랑스,59713000,38.0,51306187,116.4,6.32,송지민
2025-10-12,울산지점,투자,P2P연계,17769000,42.0,21666969,82.0,-4.79,한하준
2025-06-27,경북지점,보험,방카슈랑스,38653000,36.0,29101390,132.8,9.36,오지민
2025-05-27,강원지점,보험,방카슈랑스,54056000,36.0,51883660,104.2,6.05,정서연
2025-06-07,부산지점,여신,소액신용대출,20098000,36.0,14958150,134.4,2.57,서지민
2025-05-06,대전지점,투자,펀드,30605000,41.0,32115586,95.3,5.54,홍지민
2025-01-04,강원지점,여신,주택담보대출,61624000,44.0,57031216,108.1,2.11,김지호
2025-06-16,충북지점,투자,P2P연계,35168000,43.0,45028169,78.1,4.15,장태양
2025-09-13,대구지점,투자,펀드,9469000,32.0,14173802,66.8,-2.61,이준서
2025-10-21,전북지점,보험,방카슈랑스,3447000,39.0,4468220,77.1,10.02,한예준
2025-05-26,경북지점,수신,적금,30280000,24.0,32473413,93.2,2.33,신서윤
2025-11-17,여의도PB센터,카드,체크카드,107002000,38.0,101481138,105.4,2.86,홍지호
2025-07-23,전북지점,수신,적금,189904000,33.0,257928176,73.6,2.54,류가은
2025-09-13,서울지점,수신,정기예금,78040000,38.0,74650996,104.5,1.75,조현우
2025-03-26,충북지점,수신,적금,11006000,31.0,15861861,69.4,2.81,권민서
2025-05-29,전북지점,여신,전세자금대출,14320000,32.0,16530657,86.6,1.74,황도윤
2025-06-19,여의도PB센터,카드,체크카드,18273000,32.0,19818507,92.2,2.12,박태양
2025-02-22,대전지점,수신,외화예금,46238000,32.0,36467925,126.8,3.77,장하준
2025-09-30,경기지점,투자,펀드,3935000,38.0,4010042,98.1,2.63,강채원
2025-02-15,본점영업부,여신,주택담보대출,43779000,36.0,42881333,102.1,1.33,오유진
2025-06-15,부산지점,수신,외화예금,24633000,29.0,29319024,84.0,1.72,임민서
2025-09-11,경남지점,여신,주택담보대출,31330000,48.0,35328807,88.7,1.63,황서윤
2025-09-01,세종지점,카드,신용카드,137257000,37.0,133593450,102.7,1.35,황예준
2025-08-27,여의도PB센터,여신,전세자금대출,48488000,40.0,49117488,98.7,0.96,
2025-11-30,충남지점,수신,정기예금,19660000,24.0,24200157,81.2,2.13,장서연
2025-07-28,본점영업부,여신,주택담보대출,24520000,41.0,31918922,76.8,1.3,전건우
2025-04-06,울산지점,여신,소액신용대출,15339000,36.0,12797515,119.9,2.66,권지우
2025-11-20,제주지점,보험,방카슈랑스,5088000,40.0,7447081,68.3,2.62,서태양
2025-06-14,충남지점,여신,전세자금대출,12612000,37.0,16760198,75.2,1.82,정민서
2025-04-14,전북지점,카드,체크카드,6854000,42.0,9012008,76.1,1.48,서태양
2025-11-20,대전지점,여신,주택담보대출,20440000,32.0,26885582,76.0,2.61,
2025-10-12,경북지점,수신,외화예금,15047000,32.0,15820323,95.1,0.87,최지민
2025-05-11,경남지점,카드,체크카드,20556000,36.0,30004759,68.5,2.17,최건우
2025-09-26,울산지점,여신,전세자금대출,38281000,41.0,50345945,76.0,2.7,류예준
2025-12-07,부산지점,투자,P2P연계,5006000,36.0,7084152,70.7,-5.37,황시우
2025-10-02,서울지점,여신,전세자금대출,14931000,29.0,17250311,86.6,2.13,정지민
2025-07-10,본점영업부,카드,체크카드,20218000,43.0,27217911,74.3,0.85,송태양
2025-04-03,강남금융센터,여신,전세자금대출,74551000,28.0,57384248,129.9,3.4,류시우
2025-09-26,충남지점,여신,전세자금대출,6172000,38.0,8659627,71.3,2.66,신지우
2025-11-19,강남금융센터,수신,외화예금,28092000,29.0,27830173,100.9,1.96,권준서
2025-11-14,대전지점,카드,신용카드,27908000,30.0,29869250,93.4,1.45,안예준
2025-01-29,여의도PB센터,여신,소액신용대출,40603000,42.0,57446196,70.7,1.48,장시우
2025-12-23,충남지점,보험,방카슈랑스,24765000,41.0,31222032,79.3,9.78,한채원
2025-12-14,여의도PB센터,투자,펀드,38739000,32.0,53056540,73.0,-0.38,한유진
2025-01-04,대구지점,보험,방카슈랑스,6863000,36.0,6779724,101.2,-1.33,서수아
2025-03-27,강남금융센터,수신,정기예금,2104000,35.0,2533413,83.1,2.22,조수아
2025-02-07,여의도PB센터,수신,적금,4327000,43.0,5800506,74.6,0.96,임하준
2025-04-07,충북지점,투자,펀드,21240000,37.0,25638572,82.8,6.69,김태양
2025-06-15,광주지점,여신,전세자금대출,157437000,37.0,136401646,115.4,2.54,조민서
2025-06-06,대전지점,투자,펀드,134049000,34.0,105127498,127.5,8.14,김도윤
2025-02-27,충북지점,수신,외화예금,14522000,41.0,18662031,77.8,3.08,류시우
2025-05-17,제주지점,보험,방카슈랑스,21580000,36.0,32143933,67.1,4.82,장현우
2025-07-28,여의도PB센터,보험,방카슈랑스,16538000,38.0,11668162,141.7,5.71,신시우
2025-01-20,울산지점,투자,P2P연계,35090000,29.0,42986439,81.6,-3.05,권준서
2025-05-04,본점영업부,수신,외화예금,15332000,31.0,12863200,119.2,0.15,한태양
2025-08-02,울산지점,여신,소액신용대출,25345000,34.0,23814169,106.4,2.35,장유진
2025-03-19,제주지점,투자,펀드,42687000,45.0,59687075,71.5,13.26,송유진
2025-07-11,인천지점,수신,외화예금,13416000,32.0,14978944,89.6,2.3,박현우
2025-06-29,대전지점,여신,주택담보대출,19964000,39.0,29703760,67.2,1.95,한현우
2025-02-20,여의도PB센터,여신,소액신용대출,4557000,35.0,6765539,67.4,1.71,박도윤
2025-04-30,세종지점,여신,전세자금대출,147083000,25.0,126245109,116.5,1.17,조현우
2025-02-14,부산지점,투자,펀드,7602000,24.0,7513309,101.2,5.49,정건우
2025-07-27,대전지점,여신,주택담보대출,6680000,28.0,9522351,70.2,2.72,신도윤
2025-08-15,전북지점,투자,펀드,39756000,40.0,45972746,86.5,3.21,장태양
2025-01-02,강원지점,여신,소액신용대출,5860000,35.0,6121547,95.7,1.23,조서윤
2025-10-12,경기지점,수신,정기예금,19564000,33.0,25272842,77.4,1.18,이지우
2025-04-01,세종지점,수신,외화예금,80098000,34.0,60887205,131.6,2.65,신예준
2025-02-01,본점영업부,수신,정기예금,3069000,26.0,3135676,97.9,1.68,류지민
2025-03-21,충북지점,카드,신용카드,7035000,30.0,5009378,140.4,1.17,황하준
2025-09-03,전남지점,카드,체크카드,43560000,37.0,59233357,73.5,1.36,정민서
2025-04-27,강원지점,수신,정기예금,68048000,37.0,65316924,104.2,1.47,김지민
2025-11-17,여의도PB센터,여신,전세자금대출,13142000,40.0,11562248,113.7,0.88,전지호
2025-06-07,광주지점,카드,신용카드,40354000,35.0,33242914,121.4,2.03,한건우
2025-01-02,전북지점,보험,방카슈랑스,14362000,44.0,21506194,66.8,7.98,안준서
2025-04-29,충남지점,보험,방카슈랑스,6164000,47.0,6492968,94.9,7.11,최도윤
2025-01-07,본점영업부,카드,체크카드,8517000,33.0,11867756,71.8,3.15,임하준
2025-10-31,광주지점,보험,방카슈랑스,11801000,34.0,14977036,78.8,4.89,정유진
2025-11-28,전북지점,여신,전세자금대출,104384000,41.0,147873167,70.6,2.68,전예준
2025-08-03,광주지점,카드,체크카드,4128000,45.0,4712730,87.6,2.47,강지호
2025-05-07,강원지점,여신,주택담보대출,5193000,40.0,7324920,70.9,1.83,안채원
2025-01-20,부산지점,카드,체크카드,8023000,45.0,8961919,89.5,0.89,장유진
2025-11-04,제주지점,카드,신용카드,56579000,42.0,73348313,77.1,1.49,오하준
2025-08-31,충남지점,수신,적금,5851000,37.0,6455201,90.6,2.8,정태양
2025-12-25,강원지점,투자,P2P연계,58751000,46.0,87935233,66.8,-2.83,강시우
2025-10-26,충남지점,투자,펀드,177108000,32.0,161641893,109.6,-4.54,서준서
2025-02-12,광주지점,카드,체크카드,18040000,34.0,18400442,98.0,1.17,강유진
2025-01-11,경북지점,수신,적금,11610000,42.0,13514569,85.9,1.94,임다은
2025-10-01,세종지점,여신,주택담보대출,6595000,39.0,7894855,83.5,2.3,오하준
2025-05-22,경남지점,보험,방카슈랑스,50059000,42.0,40884158,122.4,4.32,황유진
2025-02-07,부산지점,여신,전세자금대출,7496000,25.0,8101768,92.5,2.14,한가은
2025-11-08,경북지점,수신,적금,4858000,43.0,7119854,68.2,1.69,박지우
2025-01-17,본점영업부,카드,체크카드,35010000,26.0,48194315,72.6,2.12,김유진
2025-09-29,본점영업부,보험,방카슈랑스,22473000,41.0,19851297,113.2,2.07,김도윤
2025-05-29,서울지점,여신,소액신용대출,6306000,28.0,7082450,89.0,3.12,오건우
2025-04-28,강남금융센터,수신,적금,14954000,36.0,13326555,112.2,2.7,강도윤
2025-08-04,충북지점,카드,신용카드,7631000,,10781264,70.8,2.53,윤시우
2025-02-10,세종지점,수신,외화예금,2500000,37.0,3352439,74.6,2.78,홍건우
2025-03-13,울산지점,수신,적금,17685000,32.0,15166026,116.6,1.29,이지호
2025-10-26,제주지점,수신,적금,42825000,32.0,50290216,85.2,2.84,임가은
2025-10-16,본점영업부,여신,전세자금대출,18607000,40.0,20000869,93.0,1.47,임가은
2025-05-10,충북지점,보험,방카슈랑스,19546000,38.0,17149368,114.0,2.64,임서윤
2025-01-21,충북지점,투자,펀드,17119000,38.0,14619530,117.1,3.98,송도윤
2025-03-27,경북지점,투자,P2P연계,26969000,37.0,23982018,112.5,6.89,류가은
2025-12-06,강남금융센터,투자,펀드,30687000,45.0,42876167,71.6,2.42,서서연
2025-12-30,대구지점,수신,정기예금,191461000,,147361589,129.9,1.45,김하준
2025-10-09,제주지점,여신,전세자금대출,1010000,55.0,1449436,69.7,-0.53,김현우
2025-08-09,울산지점,카드,신용카드,137758000,30.0,189923487,72.5,1.53,조유진
2025-01-24,전북지점,투자,P2P연계,2503000,29.0,1848762,135.4,7.18,이민서
2025-04-05,본점영업부,여신,소액신용대출,13567000,39.0,16110777,84.2,1.07,강준서
2025-02-09,경남지점,보험,방카슈랑스,47905000,37.0,71231412,67.3,0.26,임도윤
2025-11-17,전북지점,수신,정기예금,15850000,33.0,13328417,118.9,0.65,안민준
2025-02-23,광주지점,카드,신용카드,5389000,27.0,7445516,72.4,3.43,
2025-12-22,전남지점,여신,전세자금대출,57636000,44.0,60780055,94.8,1.7,최서윤
2025-05-28,인천지점,카드,체크카드,50339000,44.0,66184710,76.1,1.17,강지호
2025-06-15,대전지점,보험,방카슈랑스,13285000,26.0,17352092,76.6,6.65,오지민
2025-05-30,서울지점,수신,적금,30959000,30.0,28712607,107.8,2.71,조태양
2025-02-09,세종지점,카드,신용카드,31581000,38.0,28372688,111.3,1.9,황서연
2025-07-20,대구지점,투자,펀드,52355000,36.0,74105749,70.6,11.01,장다은
2025-08-12,서울지점,투자,P2P연계,9140000,37.0,7456601,122.6,7.61,송민준
2025-01-04,강원지점,여신,소액신용대출,10077000,35.0,12585082,80.1,1.6,권채원
2025-01-22,충남지점,투자,P2P연계,136485000,42.0,140139795,97.4,0.67,장민서
2025-11-05,서울지점,투자,P2P연계,38169000,36.0,47277932,80.7,1.22,강가은
2025-09-12,전북지점,수신,정기예금,7850000,34.0,9523184,82.4,2.86,안도윤
2025-02-03,제주지점,투자,펀드,19920000,34.0,19093411,104.3,-3.51,임태양
2025-08-05,전북지점,보험,방카슈랑스,8155000,30.0,6778049,120.3,6.31,오도윤
2025-10-20,울산지점,카드,체크카드,58820000,33.0,60520672,97.2,1.13,최다은
2025-08-24,강남금융센터,수신,적금,25308000,32.0,33456247,75.6,2.26,류현우
2025-07-12,충남지점,카드,신용카드,134490000,38.0,100240578,134.2,2.91,한채원
