대출ID,신청일,대출금액,금리(%),기간(개월),신용등급,지역,연령대,대출목적,연체여부,연체일수,상환상태
LN200610,2024-03-11,10520000,99.9,60,2등급,충남,40대,교육비,N,0,상환중
LN205107,2024-05-08,570000,7.94,36,2등급,부산,20대,교육비,N,0,정상상환
LN200146,2025-05-12,1740000,14.32,36,4등급,전북,50대,주거자금,N,0,정상
LN202088,2024-01-10,2520000,10.68,12,4등급,인천,50대,생활자금,N,0,정상
LN200758,2024-03-05,4040000,12.5,6,3등급,세종,30대,채무상환,N,0,완제
LN203622,2024-04-24,4020000,21.14,24,7등급,울산,30대,주거자금,N,0,완제
LN202172,2024-08-19,500000,10.31,12,3등급,강원,40대,주거자금,N,0,정상상환
LN203445,2024-12-31,1790000,4.31,48,1등급,부산,20대,채무상환,N,0,정상
LN203238,2025-04-24,670000,8.08,36,2,충남,20대,생활자금,N,0,정상상환
LN200777,2024-08-27,3710000,11.32,12,4등급,대구,30대,의료비,N,0,정상
LN205231,2024-07-02,6620000,19.83,36,6등급,인천,20대,생활자금,Y,10,연체
LN204792,2024-08-05,9170000,10.26,6,3등급,부산,30대,교육비,N,0,정상
LN204496,2024-10-05,1100000,20.55,36,6등급,대구,30대,주거자금,N,0,정상상환
LN204956,2025-02-10,1180000,4.97,36,1등급,강원,40대,주거자금,N,0,정상상환
LN201377,2024-09-29,5560000,9.46,60,3등급,세종,40대,의료비,N,0,상환중
LN205141,2024-06-04,980000,16.28,24,5등급,강원,30대,생활자금,N,0,완제
LN200672,2024-03-26,7530000,7.12,48,3등급,경기,50대,사업자금,N,0,완제
LN201332,2025-06-05,1480000,15.91,24,5등급,대구,40대,사업자금,N,0,정상
LN202829,2024-10-09,2010000,9.38,6,3등급,인천,40대,교육비,N,0,정상
LN204758,2024-02-20,9030000,8.52,24,3등급,전남,30대,교육비,N,0,상환중
LN204298,2025-02-28,870000,12.26,48,4등급,전남,20대,채무상환,N,0,완제
LN203305,2025-03-11,1640000,14.97,6,4등급,강원,20대,사업자금,N,0,정상상환
LN202144,2025-06-17,4630000,10.32,24,3등급,경북,40대,채무상환,N,0,정상
LN205991,2024-03-29,7250000,17.1,24,5등급,세종,50대,사업자금,N,0,상환중
LN205658,2025-05-08,2170000,20.25,24,7등급,대구,30대,교육비,아니오,0,상환중
LN205061,2024-01-07,800000,4.73,36,2등급,강원,20대,생활자금,N,0,완제
LN203701,2025-02-10,1890000,10.92,12,4등급,부산,40대,의료비,N,0,정상상환
LN201941,2024-10-27,2610000,9.93,12,3등급,울산,30대,사업자금,N,0,정상
LN204879,2024-10-03,1120000,4.95,12,1등급,서울,60대 이상,생활자금,N,0,완제
LN200549,2025-03-14,11110000,19.17,60,6등급,대구,60대 이상,채무상환,N,0,상환중
LN202177,2025-01-03,2730000,6.1,36,2등급,울산,20대,생활자금,N,0,정상
LN201247,2024-10-19,4660000,6.53,24,2등급,서울,40대,사업자금,N,0,상환중
LN203373,2024-07-30,1530000,14.36,24,4등급,울산,30대,의료비,N,0,정상
LN201159,2024-01-22,3090000,5.65,24,1등급,강원,40대,주거자금,N,0,상환중
LN203922,2025-04-14,3040000,9.22,36,4등급,경남,50대,의료비,N,0,상환중
LN205279,2025-01-22,1080000,16.31,6,6등급,경기,30대,채무상환,N,0,상환중
LN204187,2025-05-12,510000,8.58,12,2등급,제주,40대,생활자금,N,0,정상
LN205011,2024-01-15,1450000,18.02,6,6등급,대전,50대,생활자금,N,0,정상
LN202303,2025-02-28,2900000,13.49,36,4등급,광주,40대,기타,아니오,0,정상
LN201165,2024-05-06,2440000,6.52,48,2등급,서울,40대,사업자금,N,0,완제
LN203599,2025-04-14,2040000,7.13,24,2등급,부산,20대,생활자금,N,0,정상
LN201619,2024-10-14,2610000,6.71,12,3등급,경북,20대,사업자금,N,0,정상
LN201815,2024-04-23,7650000,16.32,36,5등급,강원,40대,교육비,Y,79,연체
LN203352,2024-02-27,2810000,7.95,6,3등급,경남,40대,사업자금,N,0,상환중
LN200749,2025-02-08,1900000,13.38,48,4등급,세종,40대,생활자금,N,0,완제
LN204691,2024-03-27,1680000,5.53,24,1등급,충남,30대,채무상환,N,0,상환중
LN205426,2025-06-11,2730000,7.82,24,2등급,전남,30대,생활자금,N,0,정상
LN202970,2024-06-09,1740000,6.17,12,2등급,충북,50대,의료비,N,0,정상상환
LN203658,2024-04-12,2270000,13.37,24,4등급,세종,20대,주거자금,N,0,완제
LN202242,2024-12-30,5950000,11.0,36,3등급,강원,30대,주거자금,N,0,완제
LN200463,2024-11-28,980000,13.89,12,5등급,경남,20대,생활자금,N,-1,상환중
LN202021,2024-02-22,1250000,4.03,24,2,강원,50대,기타,N,0,완제
LN203047,2024-12-25,860000,4.64,48,1등급,울산,50대,사업자금,N,0,정상
LN202440,2024-08-11,1660000,11.86,12,4등급,울산,50대,주거자금,Y,128,연체
LN204671,2024-02-03,780000,5.25,6,2등급,대구,40대,채무상환,N,0,상환중
LN205746,2024-07-04,1970000,17.41,24,6등급,전북,60대 이상,주거자금,N,0,상환중
LN205594,2024-10-18,1800000,19.58,6,7등급,전남,20대,채무상환,Y,40,연체
LN201920,2024-10-04,1350000,10.94,60,3등급,충북,20대,사업자금,N,0,완제
LN200336,2024-05-30,4030000,13.29,60,4등급,경북,30대,주거자금,N,0,정상
LN204277,2024-12-10,1050000,7.35,36,2등급,울산,20대,주거자금,N,0,상환중
LN201785,2024-03-04,2440000,10.1,24,4등급,대전,40대,기타,N,0,정상상환
LN204037,2024-09-20,2630000,10.07,12,3등급,경북,30대,주거자금,N,-1,정상
LN203912,2025-06-21,2590000,9.66,24,3등급,서울,30대,주거자금,N,0,정상상환
LN205682,2024-11-27,1240000,10.6,24,4등급,경남,50대,교육비,N,0,상환중
LN202248,2025-05-05,880000,12.92,60,4등급,서울,40대,채무상환,N,0,정상상환
LN204567,2024-01-28,830000,17.47,12,5등급,충남,40대,주거자금,N,0,완제
LN202202,2024-03-14,1430000,6.09,36,2등급,인천,20대,주거자금,N,0,정상
LN202180,2024-03-23,1150000,6.07,24,2등급,경기,30대,의료비,N,0,완제
LN201237,2024-03-17,2530000,11.43,24,3등급,서울,20대,주거자금,N,0,완제
LN202576,2024-06-24,3130000,8.93,24,3등급,충북,40대,교육비,N,0,상환중
LN204928,2024-05-20,1650000,8.91,6,3등급,경남,40대,사업자금,N,0,정상상환
LN205828,2024-09-03,3700000,6.3,24,1등급,전북,50대,생활자금,N,0,정상상환
LN204411,2024-10-06,1360000,18.23,24,5등급,충남,20대,주거자금,Y,42,연체
LN203872,2024-10-16,2630000,6.48,12,1등급,인천,60대 이상,주거자금,N,0,상환중
LN204106,2025-03-04,1810000,10.33,6,4등급,충북,30대,주거자금,N,0,상환중
LN202799,2024-07-15,1990000,9.03,12,3등급,충남,40대,사업자금,N,0,상환중
LN201018,2025-02-01,4320000,21.06,12,7등급,세종,30대,생활자금,N,0,완제
LN200931,2024-03-26,5370000,10.41,36,4등급,경남,20대,채무상환,N,0,정상상환
LN205421,2025-06-12,1290000,11.4,60,4등급,경기,30대,교육비,N,0,정상
LN201479,2025-02-20,4410000,13.49,12,4등급,서울,30대,의료비,N,0,완제
LN200598,2024-08-02,1330000,16.42,24,6등급,경남,50대,채무상환,N,0,완제
LN203721,2024-04-13,2000000,5.55,24,1등급,충북,30대,사업자금,N,0,정상상환
LN202745,2024-04-22,2640000,16.59,6,5등급,충남,40대,채무상환,N,0,상환중
LN200684,2024-07-10,3060000,12.71,60,4등급,충북,30대,채무상환,Y,9,연체
LN200562,2024-10-27,2660000,10.83,48,3등급,세종,40대,채무상환,N,0,상환중
LN202926,2024-02-01,7200000,12.76,36,4등급,경북,50대,사업자금,Y,52,연체
LN201233,2025-04-22,7270000,11.75,12,4등급,대전,20대,의료비,N,-1,상환중
LN205413,2024-01-27,3480000,19.31,24,6,울산,30대,기타,N,0,정상
LN201033,2025-03-01,2180000,17.01,60,5등급,전북,40대,사업자금,N,0,정상
LN202492,2024-04-16,1970000,9.14,36,3등급,경북,40대,생활자금,N,0,상환중
LN203627,2025-01-14,1620000,7.09,60,1등급,인천,20대,기타,N,0,상환중
LN203272,2024-01-04,1540000,17.32,48,5등급,강원,60대 이상,교육비,Y,36,연체
LN201696,2024-05-24,1400000,14.21,24,4등급,제주,30대,생활자금,N,0,상환중
LN203054,2024-08-03,740000,7.62,24,2등급,제주,30대,생활자금,N,0,상환중
LN205665,2025-06-09,4280000,6.38,60,1등급,인천,30대,채무상환,N,0,상환중
LN205309,2024-07-17,1760000,5.92,24,2등급,경남,30대,기타,N,0,정상상환
LN201372,2024-08-20,2100000,9.95,48,3등급,대전,50대,교육비,N,0,상환중
LN202271,2024-06-28,3690000,5.45,12,1등급,광주,30대,의료비,N,0,정상상환
LN200888,2024-04-20,1890000,5.2,24,2등급,경남,40대,사업자금,N,0,상환중
LN204810,2025-06-02,1330000,10.94,12,4등급,인천,20대,의료비,N,0,정상
LN202095,2024-05-14,1860000,8.46,12,3등급,경남,30대,주거자금,N,0,완제
LN204096,2024-12-17,1440000,11.82,48,4등급,서울,30대,사업자금,N,0,완제
LN205049,2024-12-17,3160000,18.75,24,7등급,인천,40대,생활자금,N,0,정상
LN202883,2025-04-21,2490000,8.58,36,3등급,충북,50대,생활자금,N,0,상환중
LN204140,2025-05-21,2540000,7.2,24,1등급,부산광역시,40대,기타,N,0,상환중
LN201666,2024-12-30,7400000,9.2,6,3등급,부산,50대,생활자금,N,0,정상상환
LN203139,2025-05-10,1080000,7.76,12,2등급,경기,20대,사업자금,N,0,정상
LN205620,2025-01-05,16800000,7.62,48,2등급,경북,30대,사업자금,Y,7,연체
LN203031,2024-04-07,2720000,6.34,12,2등급,전남,60대 이상,주거자금,N,0,정상상환
LN200069,2024-05-15,5770000,10.89,36,4등급,전북,30대,채무상환,N,0,상환중
LN205526,2024-07-22,1410000,13.15,24,4등급,강원,40대,기타,N,0,상환중
LN201314,2024-12-10,1030000,13.42,60,4등급,전북,30대,교육비,N,0,완제
LN204837,2024-06-30,1630000,18.62,6,6등급,대전,30대,주거자금,Y,100,연체
LN204463,2024-10-03,9550000,19.28,24,6등급,제주,30대,기타,Y,70,연체
LN201352,2025-03-06,9940000,5.73,24,2등급,세종,20대,교육비,N,0,완제
LN203994,2024-04-21,1400000,18.15,12,6등급,서울,60대 이상,주거자금,Y,2,연체
LN202055,2024-07-20,1640000,19.25,6,7등급,강원,30대,생활자금,Y,62,연체
LN205121,2025-06-20,620000,20.25,36,7등급,경남,50대,생활자금,N,0,상환중
LN201342,2024-01-01,2620000,5.81,12,2등급,충남,30대,교육비,N,0,정상
LN200971,2024-10-14,1330000,19.36,6,7등급,광주,40대,의료비,N,0,완제
LN203645,2024-08-23,2860000,5.66,24,2등급,부산,30대,주거자금,Y,10,연체
LN205727,2024-04-16,1770000,18.03,24,6등급,대구,20대,사업자금,N,0,완제
LN203921,2025-05-14,750000,5.86,60,2등급,울산,30대,기타,N,0,정상
LN201126,2024-07-21,2850000,7.48,48,2등급,서울,30대,교육비,N,0,정상상환
LN200004,2025-06-23,2230000,8.86,48,3등급,부산광역시,40대,기타,N,0,정상
LN201689,2024-03-25,3480000,9.39,12,3등급,서울,30대,주거자금,N,0,완제
LN205433,2024-12-25,910000,12.36,36,4등급,인천,60대 이상,생활자금,N,0,정상상환
LN204666,2024-05-23,5710000,4.63,24,1등급,충남,50대,생활자금,N,0,정상
LN205640,2024-08-09,2520000,9.56,12,3등급,경북,30대,사업자금,N,0,상환중
LN200553,2025-06-08,500000,19.46,60,6등급,울산,20대,채무상환,N,0,정상
LN202955,2024-11-15,2510000,17.03,12,5등급,경기,30대,교육비,N,0,완제
LN204575,2025-01-25,580000,8.5,24,2등급,전남,30대,생활자금,N,0,정상
LN204896,2024-04-10,2280000,8.93,60,2등급,부산광역시,50대,생활자금,N,0,정상상환
LN200600,2024-09-19,5210000,8.44,12,2등급,대구,20대,교육비,N,0,정상
LN203885,2024-11-28,3290000,8.21,24,2등급,경기,40대,교육비,N,0,상환중
LN205467,2024-09-02,1220000,9.3,24,3등급,강원,30대,채무상환,N,0,상환중
LN203360,2024-07-15,640000,7.45,12,3등급,부산광역시,40대,기타,아니오,0,완제
LN204409,2024-01-11,3670000,14.23,12,4등급,전남,30대,주거자금,N,0,완제
LN201356,2024-03-24,2800000,7.18,36,2등급,광주,40대,사업자금,N,0,완제
LN203725,2025-03-16,3170000,12.94,6,4등급,세종,30대,교육비,N,0,완제
LN204048,2024-08-20,980000,11.07,60,4등급,대구,20대,생활자금,N,0,완제
LN201570,2024-07-24,1300000,11.75,48,4등급,경기 ,30대,생활자금,N,0,정상
LN203832,2024-05-23,6540000,16.07,12,5등급,전북,40대,사업자금,N,0,상환중
LN203188,2024-11-14,650000,5.27,12,1등급,울산,30대,주거자금,N,0,정상
LN204324,2025-02-28,2290000,13.56,12,4등급,울산,60대 이상,사업자금,N,0,정상상환
LN201543,2024-02-14,630000,5.66,24,2등급,경북,20대,채무상환,N,0,완제
LN202448,2024-01-01,2560000,18.49,24,6등급,대구,50대,기타,Y,2,연체
LN202483,2025-03-24,1550000,10.94,24,3등급,경남,40대,의료비,N,0,완제
LN202057,2024-10-12,2410000,10.39,24,4등급,서울,30대,기타,N,0,상환중
LN204524,2024-06-27,4590000,7.74,24,2등급,제주,40대,생활자금,N,0,정상
LN202988,2024-07-17,2100000,12.21,6,4등급,인천,30대,교육비,N,0,상환중
LN202411,2024-08-29,5170000,16.72,48,5등급,제주,50대,기타,N,0,정상상환
LN204694,2024-01-07,4880000,18.77,36,7등급,제주,30대,생활자금,N,0,상환중
LN200717,2024-01-12,5680000,13.3,60,4등급,부산,30대,의료비,Y,52,연체
LN205675,2024-11-18,1720000,8.86,36,3등급,대전,40대,주거자금,N,0,완제
LN203629,2024-04-03,1480000,15.58,60,5등급,세종,50대,생활자금,N,0,상환중
LN200964,2024-02-27,1280000,16.02,48,5등급,경남,40대,사업자금,N,0,정상상환
LN205577,2024-06-09,3720000,15.51,12,5등급,부산,40대,사업자금,N,0,정상상환
LN201182,2024-12-05,2500000,17.6,24,5등급,인천,30대,의료비,N,0,완제
LN202026,2024-11-30,3350000,11.81,60,4등급,세종,20대,의료비,N,0,정상상환
LN203257,2024-08-06,1300000,6.46,6,1등급,경기,40대,의료비,N,0,정상상환
LN205832,2025-03-16,1870000,10.9,24,4등급,충남,20대,기타,N,0,정상상환
LN201692,2024-04-26,3020000,8.86,24,1등급,경남,50대,채무상환,N,0,완제
LN203543,2024-08-12,2790000,9.24,60,3등급,제주,40대,생활자금,N,0,상환중
LN204841,2024-12-04,3250000,12.03,48,4등급,충북,40대,기타,N,0,완제
LN202927,2024-11-03,3670000,5.25,24,1등급,경북,20대,의료비,N,0,정상
LN204782,2024-02-02,2360000,14.82,12,5등급,인천,50대,생활자금,N,0,상환중
LN202459,2024-09-15,8150000,12.95,48,4등급,경북,50대,사업자금,N,0,상환중
LN200255,2024-07-24,1260000,15.02,12,5등급,강원,30대,기타,N,0,상환중
LN200253,2025-01-20,5600000,15.86,24,5등급,제주,40대,의료비,N,0,상환중
LN203570,2024-06-21,1910000,17.16,12,6등급,경남,40대,생활자금,N,0,상환중
LN203083,2024-07-14,660000,9.52,12,3등급,충남,40대,의료비,N,0,정상
LN203357,2025-04-08,920000,16.62,24,5등급,인천,30대,주거자금,Y,4,연체
LN205700,2025-01-14,1460000,6.89,24,2등급,경남,30대,의료비,N,0,완제
LN201988,2024-06-11,690000,5.78,24,1등급,경북,50대,사업자금,N,0,정상상환
LN205668,2025-02-04,1200000,20.46,24,7등급,충남,20대,주거자금,N,0,상환중
LN205992,2025-02-12,4010000,7.71,24,2등급,경북,40대,기타,N,0,정상상환
LN203451,2025-02-10,1330000,10.98,48,4등급,부산,20대,교육비,Y,132,연체
LN201729,2025-02-27,2040000,13.96,6,4등급,강원,50대,주거자금,N,0,정상상환
LN205504,2024-02-23,2070000,12.49,48,4등급,충북,20대,기타,N,0,완제
LN203712,2025-04-27,2270000,6.92,48,1등급,전북,60대 이상,사업자금,N,0,정상
LN201520,2025-05-12,3340000,12.77,48,4등급,인천,30대,기타,N,0,상환중
LN201580,2024-11-26,1150000,17.78,12,6등급,강원,50대,기타,Y,45,연체
LN201473,2025-02-05,6750000,6.0,48,2등급,전북,40대,주거자금,N,0,상환중
LN203590,2024-08-17,1750000,12.24,12,4등급,전남,50대,주거자금,N,0,완제
LN201763,2025-02-25,2090000,7.98,12,2등급,울산,50대,생활자금,N,0,상환중
LN203252,2025-04-12,2200000,12.99,12,4등급,서울,40대,주거자금,N,0,상환중
LN205097,2024-06-22,1870000,9.16,12,3등급,전남,30대,채무상환,N,0,상환중
LN203497,2024-10-14,1570000,6.87,48,3등급,광주,40대,교육비,N,0,상환중
LN200881,2025-05-05,2350000,19.87,12,6등급,경북,30대,교육비,Y,73,연체
LN201913,2024-11-09,3350000,19.75,48,6등급,전북,50대,기타,N,0,상환중
LN204327,2024-04-06,1220000,12.12,24,4등급,충북,20대,사업자금,N,0,상환중
LN204192,2025-02-17,2820000,14.01,24,5등급,충북,20대,생활자금,N,0,정상상환
LN201985,2025-06-21,560000,22.43,60,7등급,서울,40대,교육비,N,0,정상
LN203579,2024-08-13,2230000,9.54,12,3등급,세종,30대,의료비,N,0,상환중
LN202344,2025-04-20,1690000,8.27,60,3등급,충남,40대,주거자금,N,0,정상상환
LN201174,2025-06-16,4260000,17.42,48,6등급,서울,40대,교육비,Y,27,연체
LN205815,2025-05-16,880000,4.08,24,1등급,제주,30대,채무상환,N,0,정상상환
LN205844,2024-03-11,3920000,19.22,12,7등급,부산,50대,기타,N,0,상환중
LN201351,2024-12-13,4940000,8.69,6,3등급,경기,50대,주거자금,N,0,상환중
LN202950,2024-10-28,3950000,11.18,36,4등급,경북,20대,의료비,Y,2,연체
LN201341,2025-05-14,3150000,13.99,24,5등급,제주,40대,의료비,N,0,완제
LN200102,2024-12-23,1310000,10.52,36,4등급,대전,50대,기타,N,0,상환중
LN205005,2025-02-17,1840000,8.29,24,2등급,광주,40대,생활자금,N,0,상환중
LN202371,2024-02-13,11440000,16.4,36,5등급,부산,20대,기타,N,0,상환중
LN204104,2025-03-15,7950000,10.45,48,4등급,경남,50대,교육비,N,0,정상
LN200419,2025-03-07,2500000,9.35,24,3등급,서울특별시,30대,생활자금,N,0,상환중
LN203961,2024-07-03,940000,9.5,12,3등급,busan,50대,기타,N,0,상환중
LN202232,2024-05-22,4490000,8.43,48,2등급,서울,20대,교육비,N,0,완제
LN200441,2024-06-09,2600000,14.79,36,5등급,대구,20대,교육비,N,0,상환중
LN205695,2025-03-06,1620000,8.07,12,2등급,경북,30대,기타,N,0,정상
LN203026,2024-05-26,4050000,14.97,24,5등급,경기,60대 이상,기타,N,0,완제
LN200951,2025-06-09,950000,20.34,6,6등급,경북,20대,사업자금,N,0,정상상환
LN201560,2024-06-30,1250000,8.05,36,2등급,경남,40대,교육비,Y,122,연체
LN202280,2024-01-23,2580000,15.58,12,5등급,광주,40대,교육비,Y,12,연체
LN200277,2024-04-22,1700000,12.78,6,4등급,서울,50대,채무상환,N,0,정상상환
LN204238,2024-10-06,5550000,11.34,24,4등급,부산,20대,기타,N,0,상환중
LN203490,2024-02-23,6080000,16.61,24,5등급,울산,20대,생활자금,N,0,상환중
LN200756,2024-05-11,1430000,13.14,24,5등급,강원,30대,사업자금,N,0,정상
LN203704,2025-01-24,7520000,10.59,36,4등급,제주,50대,의료비,Y,79,연체
LN202695,2024-11-10,3010000,9.12,6,3등급,세종,20대,채무상환,N,0,정상
LN205940,2024-10-23,2540000,12.7,60,4등급,대구,40대,교육비,N,0,완제
LN201516,2024-03-22,1070000,18.19,24,6등급,제주,30대,기타,N,0,완제
LN204078,2024-04-25,6200000,12.02,12,3등급,경북,50대,사업자금,Y,54,연체
LN201294,2024-11-15,2680000,9.58,36,3등급,busan,40대,교육비,N,0,정상상환
LN200172,2024-02-16,3830000,12.47,12,4등급,충남,20대,기타,N,0,정상
LN201173,2024-01-14,1640000,15.12,12,5등급,경남,30대,의료비,Y,85,연체
LN205431,2024-02-13,2020000,14.79,24,5등급,세종,40대,채무상환,N,0,상환중
LN205929,2025-01-13,8560000,5.8,6,1등급,대전,60대 이상,의료비,N,0,상환중
LN205718,2024-10-13,900000,17.47,60,6등급,대구,20대,의료비,N,0,완제
LN200453,2024-09-09,4810000,19.16,24,6등급,경남,40대,기타,N,0,완제
LN202376,2024-05-31,2640000,6.68,12,1등급,서울,60대 이상,채무상환,N,0,정상
LN202318,2024-07-05,2580000,15.61,36,5등급,경북,40대,교육비,Y,25,연체
LN200505,2025-04-08,1670000,9.07,48,3등급,대전,60대 이상,생활자금,N,0,상환중
LN201068,2024-02-10,1610000,5.38,12,2등급,제주,50대,주거자금,N,0,상환중
LN205464,2024-09-21,3270000,7.88,36,3등급,세종,20대,의료비,N,0,상환중
LN201187,2024-09-22,3270000,11.54,12,4등급,광주,60대 이상,의료비,N,0,상환중
LN203830,2024-07-06,2280000,8.35,24,3등급,경기,20대,사업자금,N,0,완제
LN204432,2024-02-17,2370000,20.42,24,7등급,부산,30대,교육비,N,0,상환중
LN203152,2025-05-29,1310000,9.26,24,3등급,busan,50대,주거자금,N,0,정상상환
LN200871,2024-06-18,1880000,12.38,60,4등급,제주,30대,기타,N,0,완제
LN201816,2024-06-10,3000000,11.08,48,4등급,강원,40대,의료비,N,0,정상상환
LN201283,2025-04-27,2000000,12.45,12,4등급,경남,50대,채무상환,N,0,상환중
LN202041,2024-09-10,2370000,5.48,24,2등급,충북,40대,사업자금,N,0,완제
LN201197,2025-03-17,1920000,6.31,12,2등급,충북,40대,사업자금,N,0,상환중
LN202687,2024-06-25,2980000,18.67,24,7등급,경기,20대,주거자금,N,0,상환중
LN204768,2024-10-31,830000,22.58,12,7등급,경남,40대,사업자금,Y,12,연체
LN200827,2024-04-19,2930000,16.89,6,5등급,서울,40대,기타,N,0,정상상환
LN202913,2024-09-07,1190000,5.18,60,1등급,세종,40대,기타,N,0,상환중
LN202709,2024-09-06,1090000,9.89,12,4등급,강원,20대,사업자금,N,0,완제
LN201828,2024-11-30,500000,6.32,24,3등급,전남,40대,의료비,N,0,완제
LN205896,2024-10-03,5900000,10.1,12,3등급,대전,60대 이상,기타,N,0,정상상환
LN203693,2024-02-07,2160000,12.95,12,4등급,경기,60대 이상,생활자금,N,0,정상
LN205808,2025-02-05,770000,15.8,48,5등급,강원,50대,생활자금,N,0,완제
LN201444,2024-12-08,1730000,10.9,24,3등급,서울,50대,사업자금,N,0,상환중
LN203829,2025-02-04,4480000,14.47,12,5등급,대구,40대,생활자금,N,0,상환중
LN204557,2024-10-30,1570000,18.93,24,7등급,부산,40대,생활자금,N,0,정상상환
LN202882,2025-03-19,3260000,14.15,24,5등급,제주,40대,교육비,N,0,완제
LN201035,2024-08-07,1390000,12.33,24,4등급,부산,30대,교육비,N,0,정상상환
LN204764,2025-05-21,2240000,9.45,48,3등급,대구,30대,주거자금,N,0,상환중
LN203535,2024-02-29,3320000,18.16,6,6등급,충남,50대,교육비,Y,4,연체
LN201011,2024-12-01,3950000,13.04,36,4등급,대구,50대,기타,N,0,상환중
LN200366,2024-06-09,1150000,19.58,48,7등급,서울,40대,사업자금,N,0,정상
LN205216,2024-03-06,1930000,6.72,6,1등급,울산,30대,주거자금,N,0,정상
LN200578,2024-07-30,770000,14.54,48,5등급,광주,50대,의료비,Y,2,연체
LN201495,2025-01-17,1270000,16.04,24,5등급,대구,30대,채무상환,N,0,정상상환
LN204935,2024-09-07,670000,20.51,6,6등급,충북,20대,사업자금,Y,22,연체
LN203727,2024-05-04,1050000,9.47,6,3등급,울산,50대,사업자금,N,0,상환중
LN204491,2025-01-26,2840000,6.44,24,4등급,대구,30대,사업자금,N,0,완제
LN200662,2024-12-02,3490000,16.42,12,5등급,인천,20대,의료비,N,0,정상
LN203338,2024-11-03,2200000,4.95,12,2등급,경북,40대,의료비,N,0,정상
LN205029,2024-08-15,4400000,10.96,24,3등급,경기,20대,사업자금,N,0,상환중
LN205664,2024-10-18,760000,3.71,60,1등급,대구,50대,생활자금,N,0,상환중
LN200080,2025-03-07,3970000,8.39,24,3등급,경북,40대,주거자금,N,0,완제
LN204464,2024-04-19,2310000,14.18,12,5등급,충남,40대,주거자금,N,0,상환중
LN201866,2025-01-05,850000,10.53,36,4등급,경남,30대,생활자금,N,0,상환중
LN203019,2025-02-11,1100000,6.53,12,1등급,경남,30대,의료비,N,0,상환중
LN200752,2024-06-19,500000,15.13,36,5등급,전북,20대,생활자금,N,0,완제
LN202384,2024-06-11,1270000,5.34,6,1등급,충북,40대,기타,N,0,완제
LN202467,2025-01-07,1270000,18.45,6,7등급,전북,20대,사업자금,N,0,정상
LN201090,2024-09-17,1260000,9.73,12,3등급,전북,30대,기타,N,0,상환중
LN200168,2024-08-05,4150000,15.79,36,5등급,경북,50대,사업자금,N,0,정상상환
LN205935,2024-02-18,2080000,4.42,24,1등급,서울,30대,의료비,N,0,정상상환
LN201119,2024-04-10,2340000,13.24,12,4등급,대구,20대,사업자금,N,0,정상
LN201225,2024-03-30,1070000,20.35,12,7등급,부산,50대,의료비,N,0,상환중
LN204032,2024-06-14,1000000,6.14,48,1등급,서울,40대,채무상환,N,0,정상상환
LN200510,2024-11-05,1930000,14.78,48,5등급,대구,30대,교육비,N,0,정상
LN202930,2025-03-21,820000,5.64,24,1등급,경북,30대,기타,N,0,상환중
LN201021,2025-04-15,3630000,4.41,24,1등급,대전,20대,의료비,N,0,상환중
LN200856,2025-03-24,1910000,14.29,36,5등급,충남,30대,채무상환,N,0,정상상환
LN203569,2024-12-18,2310000,10.5,24,3등급,충남,30대,기타,N,0,정상상환
LN202520,2025-03-03,4940000,8.12,48,2등급,충북,40대,생활자금,N,0,상환중
LN202478,2024-02-16,1990000,12.39,12,4등급,경남,50대,의료비,N,0,상환중
LN203504,2025-01-16,1320000,9.53,24,3등급,인천,40대,사업자금,N,0,정상상환
LN202550,2024-06-10,1660000,14.51,12,4등급,경남,30대,주거자금,N,0,상환중
LN204269,2024-01-27,2680000,6.62,12,2등급,서울,30대,주거자금,N,0,완제
LN204612,2025-05-12,500000,5.0,24,2등급,전북,20대,채무상환,N,0,정상
LN200249,2024-09-17,1170000,11.54,36,4등급,세종,30대,채무상환,N,0,상환중
LN204833,2024-11-10,1080000,5.01,12,2등급,전북,30대,기타,N,0,상환중
LN200065,2024-11-23,2540000,10.85,12,3등급,서울,30대,의료비,N,0,상환중
LN202748,2024-10-12,1220000,17.23,12,5등급,대구,30대,기타,N,0,정상
LN205136,2025-02-11,1440000,15.37,6,5등급,충북,40대,생활자금,N,0,정상
LN203129,2024-09-14,1300000,15.22,24,5등급,강원,40대,기타,N,0,정상상환
LN203330,2024-09-10,3660000,7.37,12,2등급,전북,30대,채무상환,N,0,상환중
LN204108,2024-11-24,6010000,14.95,12,5등급,부산,40대,의료비,N,0,완제
LN203827,2024-02-27,3940000,7.44,36,3등급,충북,30대,의료비,N,0,완제
LN205690,2025-01-27,2830000,16.49,24,6등급,경기,40대,사업자금,N,0,정상상환
LN202731,2024-06-30,1590000,6.61,24,2등급,광주,40대,사업자금,N,0,완제
LN204357,2024-03-27,4410000,6.69,24,2등급,인천,40대,생활자금,N,0,정상상환
LN201101,2024-04-26,1670000,11.15,24,4등급,대전,50대,채무상환,N,0,상환중
LN201915,2025-05-18,5760000,6.73,24,2등급,충남,30대,교육비,N,0,정상
LN205579,2025-01-25,1740000,10.94,12,3등급,경기,20대,주거자금,N,0,정상상환
LN205402,2024-04-09,1560000,13.2,6,4등급,대전,20대,생활자금,N,0,정상
LN203901,2024-06-15,740000,5.82,48,2등급,울산,40대,교육비,N,0,완제
